modulo_id,titulo,ordem,duracao_minutos,tipo
47,Aula 6: Dolore corrupti minus facilis,6,40,texto
47,Aula 7: Possimus maiores unde ad ipsa,7,8,quiz
47,Aula 8: Culpa ut corporis reiciendis repellat nisi,8,14,quiz
48,Aula 1: Assumenda iure nobis quasi labore,1,32,quiz
48,Aula 2: Id voluptatem iure excepturi,2,38,texto
48,Aula 3: Nemo laboriosam nesciunt accusantium officiis,3,27,quiz
48,Aula 4: Nisi odio ratione porro veniam deleniti,4,14,texto
48,Aula 5: Dolorem vitae quidem,5,8,quiz
49,Aula 1: Distinctio adipisci debitis,1,28,quiz
49,Aula 2: Incidunt sed nobis,2,14,video
49,Aula 3: Non totam hic voluptatibus maxime,3,41,texto
49,Aula 4: Consequuntur fugit ab,4,13,quiz
49,Aula 5: Nostrum illum ipsum autem voluptatem voluptates,5,29,texto
49,Aula 6: Aspernatur non earum illum,6,31,quiz
49,Aula 7: Necessitatibus necessitatibus assumenda,7,33,video
49,Aula 8: Non distinctio eos atque ipsam,8,27,texto
49,Aula 9: Error ratione at animi dicta,9,11,texto
50,Aula 1: Natus similique assumenda,1,22,video
50,Aula 2: Ut natus dolorum aperiam,2,27,quiz
50,Aula 3: Libero pariatur aliquam provident sunt expedita,3,41,video
50,Aula 4: Voluptate voluptates placeat vel exercitationem aspernatur tenetur,4,32,quiz
50,Aula 5: Aperiam minus voluptatum ipsam,5,41,texto
50,Aula 6: Aspernatur eius expedita in,6,6,quiz
50,Aula 7: Quis eligendi sequi,7,41,quiz
50,Aula 8: Iusto illum dolores nihil,8,42,video
50,Aula 9: Magni alias blanditiis,9,26,texto
51,Aula 1: Quia qui occaecati,1,41,texto
51,Aula 2: Voluptate ad tenetur,2,18,texto
51,Aula 3: Culpa libero nemo similique fuga quidem,3,35,video
51,Aula 4: Velit sequi maxime fuga explicabo odio,4,20,quiz
51,Aula 5: Est aliquid nisi itaque excepturi error,5,27,quiz
51,Aula 6: Cupiditate dolorem sint,6,18,texto
51,Aula 7: Voluptate ducimus cupiditate totam,7,16,video
51,Aula 8: Earum a incidunt,8,23,texto
51,Aula 9: Omnis ipsa vel,9,25,quiz
51,Aula 10: Enim sit laborum,10,28,video
51,Aula 11: Labore nisi accusamus,11,25,quiz
52,Aula 1: Deleniti dolorum ipsum unde minima ullam,1,5,quiz
52,Aula 2: Sapiente quis eos,2,5,quiz
52,Aula 3: Possimus vel optio,3,18,quiz
52,Aula 4: Quis corrupti ab temporibus,4,24,quiz
52,Aula 5: Dolorem voluptates qui tenetur ipsum,5,16,video
52,Aula 6: Eos quos odit,6,33,quiz
52,Aula 7: Ullam voluptates iusto occaecati,7,22,texto
52,Aula 8: Exercitationem nisi placeat fugit,8,10,quiz
52,Aula 9: Labore nam neque neque dolor,9,39,quiz
52,Aula 10: Adipisci esse perferendis,10,11,texto
52,Aula 11: Officiis temporibus eaque illum debitis explicabo,11,16,texto
52,Aula 12: Assumenda officiis eaque possimus,12,9,video
52,Aula 13: Praesentium vel quo doloribus soluta saepe,13,33,quiz
52,Aula 14: Tempora quisquam quod ipsa voluptatum deleniti,14,5,quiz
52,Aula 15: In alias iste,15,25,video
53,Aula 1: Ullam possimus quos,1,15,texto
53,Aula 2: Exercitationem sapiente molestias officiis optio,2,21,video
53,Aula 3: Possimus repudiandae porro,3,36,texto
53,Aula 4: Alias ut cupiditate eum illum,4,15,texto
53,Aula 5: Aliquam at fuga,5,10,texto
53,Aula 6: Itaque aliquid expedita fugit sequi,6,37,quiz
53,Aula 7: Minus autem nulla consequuntur,7,29,video
53,Aula 8: Aspernatur atque voluptate possimus rerum asperiores,8,12,video
53,Aula 9: Ab cumque officia,9,9,texto
53,Aula 10: Iste vitae est a,10,13,texto
53,Aula 11: Accusantium iusto mollitia ea velit placeat,11,42,texto
53,Aula 12: Ad quod voluptas consectetur totam,12,37,quiz
54,Aula 1: Facilis dolorem temporibus,1,6,quiz
54,Aula 2: Officia delectus error,2,40,video
54,Aula 3: Autem ea quisquam,3,21,video
54,Aula 4: Deleniti itaque et rerum,4,26,quiz
54,Aula 5: Blanditiis officiis ex corrupti ab quod,5,25,video
54,Aula 6: Dicta dolorem exercitationem,6,18,video
54,Aula 7: Magni numquam debitis,7,12,video
55,Aula 1: Voluptatem tempora laborum,1,7,texto
55,Aula 2: Dolores nobis hic neque cupiditate,2,13,quiz
55,Aula 3: Beatae placeat id,3,39,texto
55,Aula 4: Labore fugiat fuga,4,30,texto
55,Aula 5: Voluptatum facilis corrupti modi aut velit,5,24,video
55,Aula 6: Hic porro aliquam officia,6,16,video
56,Aula 1: Accusamus eius nesciunt assumenda nesciunt,1,6,video
56,Aula 2: Autem excepturi numquam explicabo,2,18,texto
56,Aula 3: Iste necessitatibus et suscipit veritatis,3,10,texto
56,Aula 4: Officia fugit sint commodi inventore,4,15,video
56,Aula 5: Nisi voluptate ipsa,5,29,video
56,Aula 6: Magni distinctio dolorem,6,6,quiz
56,Aula 7: Voluptas ipsa quidem fuga nesciunt quam,7,30,texto
56,Aula 8: Modi suscipit occaecati officia dicta aspernatur,8,22,texto
56,Aula 9: Tempora asperiores quas,9,32,texto
56,Aula 10: Autem beatae illum reprehenderit,10,43,texto
56,Aula 11: Numquam possimus adipisci aliquam placeat velit,11,37,texto
56,Aula 12: Quaerat facilis reprehenderit ea autem adipisci,12,25,texto
56,Aula 13: Corrupti corporis praesentium,13,6,quiz
57,Aula 1: Sapiente sint amet optio placeat reiciendis,1,29,video
57,Aula 2: Rerum expedita officia nisi quas at,2,11,video
57,Aula 3: Fugiat occaecati sapiente sequi,3,16,texto
57,Aula 4: Enim repudiandae unde,4,43,video
57,Aula 5: Quia ullam nam sequi,5,27,quiz
57,Aula 6: Deserunt ad perferendis,6,35,texto
57,Aula 7: Repudiandae pariatur aut eveniet,7,37,video
57,Aula 8: In quas alias est necessitatibus,8,10,video
57,Aula 9: Cupiditate quaerat repudiandae asperiores ut voluptas,9,8,quiz
57,Aula 10: Repudiandae officiis quos ea possimus,10,44,quiz
57,Aula 11: Quo rerum porro,11,17,texto
57,Aula 12: Ab saepe ullam est,12,44,quiz
58,Aula 1: Voluptatibus ducimus aliquid aperiam eveniet numquam,1,26,texto
58,Aula 2: Distinctio totam delectus libero repudiandae ducimus,2,36,video
58,Aula 3: Aut consectetur pariatur provident quos,3,44,quiz
58,Aula 4: Sint adipisci molestias illum,4,7,video
58,Aula 5: Perspiciatis aut est quidem,5,25,texto
58,Aula 6: Deleniti sed nihil dolorem unde,6,38,texto
59,Aula 1: Corporis doloribus et nostrum distinctio,1,22,texto
59,Aula 2: Exercitationem quidem eos voluptatibus numquam doloremque,2,17,video
59,Aula 3: Nemo quasi velit,3,22,video
59,Aula 4: Amet quam possimus similique,4,31,video
59,Aula 5: Voluptas velit porro est minima,5,6,texto
59,Aula 6: Cumque maiores ex vel iste est,6,19,quiz
59,Aula 7: Totam assumenda repellendus,7,22,video
60,Aula 1: Quam unde error rerum suscipit quia,1,41,video
60,Aula 2: Iste eaque excepturi maiores omnis,2,17,texto
60,Aula 3: Eveniet hic dicta,3,5,quiz
60,Aula 4: Vero aperiam ullam,4,29,quiz
60,Aula 5: Dolores incidunt quo voluptates ipsam esse,5,28,quiz
60,Aula 6: Pariatur quas facere,6,36,video
60,Aula 7: Dolore voluptatibus aliquam officiis,7,20,texto
61,Aula 1: Qui quo praesentium modi quos,1,12,quiz
61,Aula 2: Laudantium ad laudantium officiis optio,2,29,texto
61,Aula 3: Sed perspiciatis quos nemo consequuntur,3,39,quiz
61,Aula 4: Nemo nostrum quos,4,34,video
61,Aula 5: Eum fugiat ad placeat beatae,5,23,quiz
61,Aula 6: Laboriosam ipsa alias id itaque quaerat,6,37,video
61,Aula 7: Illum facilis molestias repudiandae ipsum,7,23,quiz
61,Aula 8: Asperiores veniam doloribus beatae voluptatem,8,44,quiz
61,Aula 9: Itaque facilis voluptatum iure vel,9,38,texto
61,Aula 10: Nemo unde commodi iste,10,44,quiz
61,Aula 11: Repudiandae reiciendis incidunt iusto rem,11,14,texto
61,Aula 12: Quod molestiae doloribus nihil nemo consectetur,12,37,video
61,Aula 13: Esse odit magni rem ratione,13,22,quiz
61,Aula 14: Molestias itaque maxime nemo cumque,14,23,quiz
61,Aula 15: Commodi facilis ad dolorem,15,14,quiz
62,Aula 1: Aspernatur doloremque soluta,1,13,quiz
62,Aula 2: Exercitationem error quasi recusandae similique quisquam,2,10,video
62,Aula 3: Reiciendis maiores consectetur rerum,3,9,quiz
62,Aula 4: Voluptas quaerat provident neque ratione,4,34,texto
62,Aula 5: At quae laudantium voluptate,5,30,quiz
62,Aula 6: Molestias vitae temporibus perspiciatis eveniet veniam,6,18,quiz
62,Aula 7: Magnam autem odio laudantium rerum,7,22,video
63,Aula 1: Consequatur delectus laborum vero deleniti voluptas,1,45,texto
63,Aula 2: Natus maxime inventore,2,23,texto
63,Aula 3: Esse explicabo nobis quibusdam reiciendis vero,3,44,texto
63,Aula 4: Asperiores odit quibusdam esse expedita excepturi,4,26,texto
63,Aula 5: Et nobis soluta incidunt dolore,5,42,texto
63,Aula 6: Deleniti vitae sapiente esse,6,6,video
63,Aula 7: Corrupti dolor magnam nemo,7,6,texto
63,Aula 8: Repellendus exercitationem atque tempore quaerat atque,8,42,quiz
63,Aula 9: Quibusdam sapiente maxime minus,9,12,quiz
63,Aula 10: Aliquid explicabo in repellat,10,12,video
63,Aula 11: Ad accusamus distinctio,11,6,video
63,Aula 12: Unde pariatur debitis cupiditate eos,12,24,video
64,Aula 1: Ipsam debitis sed,1,39,quiz
64,Aula 2: Facilis suscipit animi,2,44,texto
64,Aula 3: Adipisci sint id,3,25,texto
64,Aula 4: Minus rerum officiis repellendus,4,24,quiz
64,Aula 5: Cum quos a,5,43,quiz
64,Aula 6: Quod laboriosam quisquam possimus maiores impedit,6,45,video
64,Aula 7: Quos hic cum id voluptatem,7,12,video
64,Aula 8: Dolorum sunt fugit distinctio nesciunt assumenda,8,9,video
64,Aula 9: A ipsa ut commodi deleniti laboriosam,9,5,video
64,Aula 10: Quo quia est voluptatem quos est,10,12,texto
64,Aula 11: Veritatis natus ratione,11,35,quiz
64,Aula 12: Eligendi sint blanditiis cum,12,35,texto
65,Aula 1: Totam ad dolorem voluptate qui,1,26,quiz
65,Aula 2: Est autem nesciunt recusandae impedit,2,7,video
65,Aula 3: Distinctio cum nihil veniam,3,7,quiz
65,Aula 4: Nostrum enim culpa nisi eius,4,26,quiz
65,Aula 5: Deserunt quam numquam repellat est illum,5,23,video
65,Aula 6: Delectus molestias nam harum reprehenderit necessitatibus,6,33,texto
66,Aula 1: Aliquid vitae nisi,1,16,texto
66,Aula 2: Deserunt at minus,2,21,video
66,Aula 3: Vel veritatis fugit,3,27,texto
66,Aula 4: Cum in placeat quibusdam qui,4,41,video
66,Aula 5: Commodi assumenda repudiandae ducimus molestias asperiores,5,14,quiz
66,Aula 6: Adipisci vel ducimus saepe,6,19,video
67,Aula 1: Quos omnis nostrum sequi distinctio sed,1,22,quiz
67,Aula 2: In nisi doloremque illum quae,2,11,video
67,Aula 3: Accusamus natus quam,3,8,video
67,Aula 4: Illo laboriosam quas in ducimus,4,38,texto
67,Aula 5: Sed delectus non,5,14,texto
67,Aula 6: Vero ducimus quaerat expedita unde,6,7,video
67,Aula 7: Nemo repudiandae cum doloribus saepe laborum,7,13,texto
67,Aula 8: Cumque id expedita sequi consequuntur,8,32,texto
67,Aula 9: Labore ratione eius eaque consequatur reprehenderit,9,7,quiz
68,Aula 1: Dolorem repellendus iure quisquam natus,1,35,texto
68,Aula 2: Dignissimos expedita reprehenderit architecto natus alias,2,43,texto
68,Aula 3: Nobis sint quas explicabo,3,29,quiz
68,Aula 4: Vel dicta est voluptates veniam omnis,4,16,quiz
68,Aula 5: Nulla maxime aut accusamus cumque nihil,5,44,quiz
68,Aula 6: Ea ea similique ea,6,6,texto
68,Aula 7: Sapiente quos ab inventore reprehenderit voluptatibus,7,26,quiz
68,Aula 8: Natus nobis ipsa nulla,8,29,texto
68,Aula 9: Rem rem fugit,9,28,video
69,Aula 1: Suscipit quibusdam voluptates,1,31,video
69,Aula 2: Incidunt aut amet,2,11,video
69,Aula 3: Consequuntur voluptas voluptatem fugit unde,3,16,texto
69,Aula 4: Quaerat quos aliquid ab,4,34,quiz
69,Aula 5: Quisquam atque temporibus deserunt,5,31,texto
70,Aula 1: Corrupti eum in numquam blanditiis,1,40,quiz
70,Aula 2: A laudantium maiores impedit,2,24,video
70,Aula 3: Aliquid quis at corporis repellat,3,5,texto
70,Aula 4: Explicabo eaque beatae,4,13,texto
70,Aula 5: Minus aspernatur laudantium provident a,5,24,video
70,Aula 6: Perspiciatis officiis explicabo ipsam laboriosam debitis,6,13,quiz
70,Aula 7: Quae pariatur labore culpa,7,34,quiz
70,Aula 8: Natus soluta ex,8,26,video
70,Aula 9: Veritatis error aspernatur,9,33,video
70,Aula 10: Provident ipsam doloribus,10,41,quiz
70,Aula 11: Id cum consectetur deleniti,11,16,quiz
70,Aula 12: Quis labore ducimus ea,12,18,quiz
70,Aula 13: Maxime maiores perspiciatis est qui iste,13,30,texto
70,Aula 14: Magnam assumenda ullam,14,20,texto
71,Aula 1: Eius ab ducimus pariatur,1,6,quiz
71,Aula 2: Optio perferendis voluptatem ipsam,2,17,texto
71,Aula 3: Consequuntur quasi dignissimos expedita harum,3,25,quiz
71,Aula 4: Autem aspernatur ullam laudantium,4,8,quiz
71,Aula 5: Ab animi placeat suscipit,5,24,texto
71,Aula 6: Non velit unde laboriosam alias a velit,6,26,video
71,Aula 7: Nemo labore hic earum aperiam,7,10,texto
71,Aula 8: Tempora non perspiciatis dolorem accusamus quae,8,41,texto
71,Aula 9: Eius delectus omnis,9,9,video
72,Aula 1: Beatae magnam autem inventore quidem,1,5,texto
72,Aula 2: Eligendi nisi eius fugiat perferendis tempore,2,25,video
72,Aula 3: Nemo fugit laboriosam odio,3,16,texto
72,Aula 4: Quod odit nesciunt nobis dolorum totam,4,41,quiz
72,Aula 5: Veniam dicta atque sapiente,5,5,quiz
72,Aula 6: Animi exercitationem quisquam autem magni,6,14,quiz
72,Aula 7: Veritatis odit culpa illo,7,12,quiz
72,Aula 8: Dolorum cum explicabo quibusdam,8,16,quiz
72,Aula 9: Voluptatem laborum harum doloremque nesciunt,9,40,quiz
73,Aula 1: Nemo molestiae dicta,1,33,quiz
73,Aula 2: Expedita deleniti amet,2,35,texto
73,Aula 3: Velit architecto aliquam error,3,31,texto
73,Aula 4: Aliquid voluptas maxime adipisci blanditiis commodi,4,40,quiz
73,Aula 5: A placeat soluta,5,42,quiz
73,Aula 6: Architecto nemo suscipit nobis modi dolores,6,22,texto
73,Aula 7: Repellat nulla quod,7,32,video
73,Aula 8: Odio laudantium harum quasi,8,17,quiz
73,Aula 9: Aspernatur vitae minima quisquam qui,9,20,texto
74,Aula 1: Doloribus itaque dolorem,1,27,quiz
74,Aula 2: Totam nisi temporibus possimus,2,15,quiz
74,Aula 3: Voluptas ipsam magnam amet hic delectus,3,30,quiz
74,Aula 4: Ipsam asperiores officia adipisci,4,26,texto
74,Aula 5: Praesentium nulla suscipit magnam possimus,5,44,video
74,Aula 6: Aut in ab a officiis,6,34,quiz
75,Aula 1: Quidem numquam ad voluptatibus,1,40,video
75,Aula 2: Excepturi cupiditate reiciendis ab sequi,2,17,quiz
75,Aula 3: Consequatur ab labore voluptas ab,3,36,video
75,Aula 4: Perferendis dicta at illum praesentium impedit,4,27,texto
75,Aula 5: In laboriosam provident officiis impedit,5,28,texto
75,Aula 6: Ullam tempora at maiores quod,6,42,quiz
75,Aula 7: Architecto dignissimos voluptates accusamus,7,29,texto
75,Aula 8: Dolorum quibusdam numquam veniam possimus,8,21,quiz
75,Aula 9: Occaecati minus facere sequi,9,6,quiz
75,Aula 10: Molestiae velit dolores facere,10,33,video
75,Aula 11: Tempora dolor rem,11,40,video
75,Aula 12: Ipsum necessitatibus sapiente,12,43,quiz
75,Aula 13: Sit molestiae asperiores,13,20,video
75,Aula 14: Eveniet vero quisquam,14,9,video
75,Aula 15: Fuga eveniet numquam laboriosam,15,25,video
76,Aula 1: Iusto vero minima itaque,1,18,texto
76,Aula 2: Tempora expedita omnis autem,2,14,quiz
76,Aula 3: Corporis qui quos unde cumque quam,3,38,quiz
76,Aula 4: Qui earum rerum reiciendis,4,42,quiz
76,Aula 5: Minus repellendus porro,5,44,video
76,Aula 6: Ab mollitia officia beatae ullam,6,44,quiz
76,Aula 7: Omnis maiores deleniti repudiandae molestias,7,42,quiz
76,Aula 8: Maxime illo nihil vitae,8,30,quiz
77,Aula 1: Modi iure quisquam id,1,21,quiz
77,Aula 2: Facere pariatur itaque voluptas molestias dolores,2,6,texto
77,Aula 3: Nisi aspernatur veritatis blanditiis molestias,3,40,video
77,Aula 4: Omnis ipsa nihil,4,39,video
77,Aula 5: Sit eveniet nisi,5,18,video
77,Aula 6: Consequatur consequuntur ratione dolorem occaecati in,6,22,texto
77,Aula 7: Ea consequuntur quasi,7,11,video
77,Aula 8: Mollitia quisquam harum animi eum,8,23,quiz
77,Aula 9: Ipsum quisquam modi natus cumque,9,9,texto
77,Aula 10: Perspiciatis vitae quia similique alias,10,29,quiz
78,Aula 1: Cum omnis tempora beatae doloribus tempore,1,20,video
78,Aula 2: Consequuntur possimus provident,2,28,quiz
78,Aula 3: Aspernatur repellendus ducimus,3,21,texto
78,Aula 4: Incidunt corrupti ipsa magni ea laboriosam,4,21,quiz
78,Aula 5: Tempora facere illum,5,26,quiz
78,Aula 6: Autem doloremque nihil nostrum vero eius,6,18,texto
78,Aula 7: Omnis sed voluptatem tempore sunt impedit,7,43,quiz
78,Aula 8: Officiis sint ad explicabo,8,29,texto
78,Aula 9: Illo repellat ducimus veritatis culpa,9,9,texto
78,Aula 10: Quidem repellat autem quibusdam,10,26,video
78,Aula 11: Voluptas odio minus corporis,11,12,quiz
78,Aula 12: Iusto et quaerat incidunt dolor,12,35,quiz
78,Aula 13: Accusamus minima accusantium,13,29,quiz
78,Aula 14: Ipsa in tenetur perspiciatis quibusdam cupiditate,14,21,texto
78,Aula 15: Accusantium mollitia quibusdam,15,14,video
79,Aula 1: Harum animi praesentium,1,33,texto
79,Aula 2: Dicta similique iure mollitia magnam corrupti,2,5,texto
79,Aula 3: Dolor explicabo neque nostrum,3,40,texto
79,Aula 4: Earum dolore necessitatibus fugit,4,31,quiz
79,Aula 5: Molestias velit laudantium,5,35,texto
79,Aula 6: Fugit maiores quae,6,19,texto
79,Aula 7: Eveniet excepturi et,7,30,texto
79,Aula 8: Nam nulla quibusdam,8,5,texto
79,Aula 9: Pariatur ut omnis similique,9,25,video
79,Aula 10: Suscipit minima neque placeat animi,10,9,quiz
79,Aula 11: Perferendis iusto tempora,11,21,video
79,Aula 12: Cupiditate nulla sapiente occaecati sint nobis,12,21,video
79,Aula 13: Distinctio ut molestias alias cum architecto,13,24,quiz
80,Aula 1: Corporis aliquid quidem,1,6,quiz
80,Aula 2: Blanditiis accusamus tempore,2,15,texto
80,Aula 3: Doloribus quidem officia earum possimus porro,3,10,quiz
80,Aula 4: Consequatur veritatis magni nemo,4,22,texto
80,Aula 5: Temporibus velit et ab doloremque,5,24,texto
80,Aula 6: Excepturi nam illum tenetur,6,23,texto
80,Aula 7: Quo pariatur odit rem ex,7,11,video
80,Aula 8: Blanditiis qui quos,8,22,quiz
80,Aula 9: Repellendus velit praesentium,9,15,texto
80,Aula 10: Repellendus harum aliquam possimus,10,40,video
80,Aula 11: Rerum quia cumque vero,11,45,video
80,Aula 12: Porro repellat non,12,29,video
80,Aula 13: Debitis nihil sunt maiores architecto,13,24,texto
80,Aula 14: Ipsum explicabo recusandae nostrum tempore,14,6,texto
81,Aula 1: Soluta rerum porro quam optio,1,39,video
81,Aula 2: Unde iure molestias optio a,2,45,texto
81,Aula 3: Minima consequuntur nihil iure recusandae,3,36,texto
81,Aula 4: Nostrum voluptatum laudantium voluptatibus asperiores,4,21,quiz
81,Aula 5: Voluptates hic reprehenderit,5,19,quiz
81,Aula 6: Similique libero maiores eligendi necessitatibus,6,12,quiz
81,Aula 7: Autem voluptate mollitia tempora,7,10,quiz
81,Aula 8: Vero excepturi natus natus odio,8,35,video
81,Aula 9: Doloremque aperiam repellendus velit praesentium omnis,9,45,quiz
82,Aula 1: Expedita corporis ex corporis sint,1,7,quiz
82,Aula 2: Doloribus at nemo voluptatibus esse,2,21,video
82,Aula 3: Fugiat laborum nihil,3,37,quiz
82,Aula 4: Neque quibusdam et,4,25,video
82,Aula 5: Aliquid voluptatem atque ipsa consequatur eligendi,5,10,quiz
82,Aula 6: Dolores doloribus odit nam sapiente,6,16,video
82,Aula 7: Nam molestias hic voluptate aspernatur,7,39,texto
83,Aula 1: Eius ex optio neque,1,16,video
83,Aula 2: Hic dolores earum,2,11,quiz
83,Aula 3: Provident harum labore accusantium sit,3,27,video
83,Aula 4: Nam consequatur deleniti amet reprehenderit,4,15,texto
83,Aula 5: Minus temporibus pariatur,5,28,texto
83,Aula 6: Laboriosam tenetur laudantium eum dicta distinctio,6,27,quiz
83,Aula 7: Itaque repellat maiores dolorum culpa,7,18,quiz
84,Aula 1: Ratione neque consequuntur occaecati dolore,1,43,video
84,Aula 2: Odit ullam iste ipsum,2,35,texto
84,Aula 3: Velit deserunt unde,3,25,quiz
84,Aula 4: Veniam necessitatibus quia,4,7,quiz
84,Aula 5: Accusamus provident quo autem labore totam,5,22,video
84,Aula 6: Maiores esse adipisci quia voluptates dolorum,6,35,texto
84,Aula 7: Expedita repellat maiores magnam repellendus incidunt,7,20,texto
84,Aula 8: Inventore adipisci voluptate officiis,8,17,video
84,Aula 9: Veniam dolorum possimus in,9,28,video
85,Aula 1: Ratione consequatur aut blanditiis explicabo,1,39,texto
85,Aula 2: Nostrum eveniet dicta omnis soluta,2,37,texto
85,Aula 3: Vero reiciendis doloribus illo quis voluptas,3,16,video
85,Aula 4: Quis dolorem repudiandae nisi voluptate cupiditate,4,23,texto
85,Aula 5: Aliquid commodi expedita quia rem,5,25,quiz
85,Aula 6: Enim ea ullam,6,28,quiz
85,Aula 7: Laboriosam odio perferendis,7,45,texto
85,Aula 8: Repellendus optio expedita ducimus,8,35,quiz
86,Aula 1: Dolor corrupti fuga est illo porro,1,44,quiz
86,Aula 2: Laudantium ipsa minima,2,22,texto
86,Aula 3: Nesciunt eaque iusto,3,40,quiz
86,Aula 4: Sequi delectus magnam blanditiis hic voluptatem,4,11,video
86,Aula 5: Nam eaque eligendi porro reprehenderit,5,15,video
86,Aula 6: Corrupti praesentium voluptatum occaecati,6,35,quiz
86,Aula 7: Ipsum vero atque adipisci recusandae,7,41,quiz
86,Aula 8: Ad dolor velit illo,8,35,texto
86,Aula 9: Magni harum ratione,9,38,video
87,Aula 1: Illum nobis error iusto eveniet,1,16,quiz
87,Aula 2: Facilis odio fugiat nulla odit voluptate,2,12,texto
87,Aula 3: Eos sequi suscipit itaque,3,18,quiz
87,Aula 4: Soluta aliquam voluptates itaque aut,4,5,video
87,Aula 5: Velit esse eos sapiente omnis aperiam,5,30,video
87,Aula 6: Id possimus iure impedit,6,28,quiz
87,Aula 7: Eveniet tempore asperiores ducimus repellat,7,27,video
87,Aula 8: Illum vero neque,8,12,video
88,Aula 1: Placeat inventore facere rem dolor molestiae,1,33,texto
88,Aula 2: Eos occaecati sint,2,17,quiz
88,Aula 3: Magni esse sed nihil,3,34,texto
88,Aula 4: Quasi reiciendis nulla nihil sit dolores,4,9,video
88,Aula 5: Modi quis vitae,5,29,quiz
88,Aula 6: Ut aspernatur consectetur dicta veritatis,6,18,video
88,Aula 7: Deserunt expedita repudiandae praesentium repellat,7,25,video
88,Aula 8: Ea magnam aliquid quaerat voluptas accusantium,8,8,texto
88,Aula 9: Rem ratione repellendus ducimus,9,37,texto
88,Aula 10: A sint velit laboriosam aliquam totam,10,7,quiz
88,Aula 11: Nemo laudantium enim repudiandae velit,11,40,quiz
88,Aula 12: Eum voluptatem tenetur expedita explicabo reprehenderit,12,15,texto
88,Aula 13: Porro ut distinctio ad tempora,13,24,quiz
88,Aula 14: Quis a impedit,14,36,texto
89,Aula 1: Recusandae ea exercitationem eum,1,14,texto
89,Aula 2: Nulla repellendus neque,2,30,quiz
89,Aula 3: Magni ea nam itaque laudantium cupiditate,3,37,video
89,Aula 4: Dolores ducimus corrupti unde illum possimus,4,27,quiz
89,Aula 5: Assumenda debitis vitae excepturi minus,5,11,texto
89,Aula 6: Itaque iste aliquid animi,6,13,video
89,Aula 7: Ipsam optio aspernatur quos quo,7,23,texto
89,Aula 8: Enim deserunt reprehenderit eum,8,12,texto
89,Aula 9: Odit laboriosam reprehenderit velit sit,9,43,texto
89,Aula 10: Nisi doloremque dolore cupiditate dolore harum deleniti,10,24,video
89,Aula 11: Deserunt sit ipsum,11,36,video
89,Aula 12: Vel maiores sint cupiditate tempore,12,14,quiz
89,Aula 13: Nobis harum autem,13,12,video
90,Aula 1: Iusto veritatis ipsam minima natus,1,11,quiz
90,Aula 2: Autem repellat rerum nihil,2,26,quiz
90,Aula 3: Eveniet quasi voluptas,3,16,texto
90,Aula 4: Illo necessitatibus ratione delectus tempore labore,4,20,quiz
90,Aula 5: Quae dolorem debitis officiis iure,5,20,quiz
90,Aula 6: Voluptatum veniam non,6,31,video
90,Aula 7: Et occaecati reprehenderit,7,17,quiz
90,Aula 8: Culpa tempora quasi laboriosam,8,43,video
91,Aula 1: Id pariatur nobis,1,6,quiz
91,Aula 2: Dolorum veniam non commodi eum maiores,2,5,quiz
91,Aula 3: Earum aut minus animi quos pariatur,3,39,texto
91,Aula 4: Similique nam magnam,4,13,texto
91,Aula 5: Assumenda nisi ipsam,5,14,video
92,Aula 1: Architecto voluptatibus sint,1,19,texto
92,Aula 2: Earum laudantium voluptates quam,2,40,texto
92,Aula 3: Quas beatae ut nihil laudantium esse,3,38,quiz
92,Aula 4: Corrupti incidunt omnis omnis sed,4,19,video
92,Aula 5: Reiciendis corporis illo,5,18,video
92,Aula 6: Mollitia laudantium unde,6,44,texto
92,Aula 7: Minima distinctio quae culpa,7,6,texto
92,Aula 8: Cupiditate autem possimus praesentium voluptas,8,37,quiz
92,Aula 9: Sint iure provident ad,9,6,quiz
92,Aula 10: Voluptatibus nisi consequuntur,10,5,texto
92,Aula 11: Facere ad odio sapiente expedita,11,44,video
93,Aula 1: Iure sint nostrum laudantium suscipit rerum,1,14,texto
93,Aula 2: Beatae aut tempora est adipisci,2,19,video
93,Aula 3: Laudantium dolor odit officia dolorem,3,23,video
93,Aula 4: Cupiditate ullam numquam amet est iure,4,17,video
93,Aula 5: Beatae error consectetur quo aliquam eos,5,45,quiz
93,Aula 6: Velit recusandae facilis eveniet ab accusantium,6,31,quiz
93,Aula 7: Ipsa sequi quae,7,36,video
93,Aula 8: Aut nam magni,8,5,texto
93,Aula 9: A repellendus corporis temporibus,9,9,quiz
93,Aula 10: Adipisci culpa dolorem nostrum asperiores,10,25,texto
94,Aula 1: Debitis molestias quidem sint iure,1,24,quiz
94,Aula 2: Amet nemo magni modi expedita aspernatur,2,8,texto
94,Aula 3: Rem eaque quas,3,20,texto
94,Aula 4: Ipsa voluptatum adipisci veritatis,4,5,quiz
94,Aula 5: Praesentium exercitationem eius distinctio veritatis,5,23,video
94,Aula 6: Tempora eaque doloremque nihil qui,6,31,quiz
95,Aula 1: Aspernatur ipsa iste iusto eos a,1,37,quiz
95,Aula 2: Assumenda totam officia iusto possimus,2,35,quiz
95,Aula 3: In aspernatur delectus voluptate,3,25,quiz
95,Aula 4: Possimus reiciendis ipsa neque pariatur,4,23,quiz
95,Aula 5: Reprehenderit eius iure,5,28,video
96,Aula 1: Ex earum iste delectus,1,12,video
